text,etiket
"Eski sevgilim tehdit ediyor, ailem duyar diye savcılığa gitmeye korkuyorum.. ne yapcam ben",tehdit altında
"Ayrılalı 3 ay oldu. ayrıldıktan sonra bana etmediği hakaret, tehdit kalmadı. bununla çıkarken bşeyler yaşadık, birlikte olmadım. fakat bunlardan çok utandım ve ayrıldım. kendime temiz bir hayat kurmak, tövbe etmek istedim",tehdit altında
evimi biliyor fakat o aramızda 11 saatlik yol olan başka bir şehirde bense İstanbuldayım. ailesini arayıp beni tehdit ettiğini söylemek istiyorum ama yapamadım.. ne yapmalıyım?,tehdit altında
Sevgilimin babası beni tehdit etti?,tehdit altında
"Kızın ailevi problemleri hat safada, intihar eylemleri oldu. Bileklerinde kesik izleri var. Bensiz yapamadığını söylüyor ve onu bırakırsam intihar edeceğini ifade ediyor",tehdit altında
babası aşırı sert ve aşiret. Geçen hafta telefonuna el koydu ve kız bana telefonuma mesaj atma falan diye uyardı. Neyse başka numaradan falan yazdı bana. bir iki gün sonra babası kendi numarasından beni aradı ve tehdit etti işte bu bizde namus meselesidir adamın a**** koyarız falan argo kelimeler kullandı ve bende yalan söyledim telefonda işte bu numaradan mesaj atılmadı falan diye.,tehdit altında
Ve beni savcılığa başvurmakla tehdit etti numaramı verip adresimi bulup evimi falan basıcakmış.,tehdit altında
Tehdit ediyor ne yapıcaam,tehdit altında
"ayrılalı 2,5 ay oldu ama hala peşimi bırakmıyor birlikte olduğumuzu ailene söylerim baban seni bana vermek zorunda kalır diyor istemiyorum dedim anlamıyor en sonunda söylersen söyle dedim tamam dedi bende sen nasıl seviyorsun seven insan böyle yaparmı tehdit edermi dedim ne yapar demis bekler dedim oda beklicem tamam demis bir sureliğine başımdan attım ama biliyorum tekrar rahatsız edicek numaramı degiştirmek istedim evine gelirim okuluna gelirim seni rahat bırakmam diyor",tehdit altında
Sevgilim beni dövüyor tehdit ediyor,tehdit altında
Bunların hepsini beni kaybetmemek için yaptığını söylüyo ama ben artık kurtulmk istiyorum elimden gelen herseyi yaptım rahat bırakmıyo ailemle tehdit ediyo sokagın ortasında beni dovuyo oldurmekle tehdıt ediyo ailemin öğrenip üzülmesini istemiyorum bana yardım edin ne yapmalıyım,tehdit altında
Tehdit ediyor! Sikayet etmeli miyim...?,tehdit altında
Eski sevgilm bni lanet olasi uygnsz fotograflarla tehdit.ediyor. her insan hata yapar ve bnim hayatimin hatasi bu oldu.. kendimden nefret eder oldm ailemin yuzune bakamiyorm utancmdan. Hatami fark ettim ama gec.oldu bu.,tehdit altında
onunla se.x konusmadgm icin bna surekli hakaretler etti ve ondan ayrlmak istedm. Once kabuk etti ama sonra bni o resmlerle.tehdit etmeye basladi. Tekrar onunla olmami ve bekaretimi istiyor adi pislik.. karsi ciktm ama Bayramda gorecksn sen falan dior,tehdit altında
Fotoğraflarımla beni tehdit ediyor yardım edin,tehdit altında
hayatımın hatasını yaptım 2 hafta önce bir adamla tanıştım aramızda sıcak konuşmalar geçti ve benden ona güvenmemi benimle evlenmek istediğini beni arzuladığını falan söyledi seks konusunda biraz sıcak konuşmalar yaptık ve fotoğraflarımı istedi bende gönderdim benden devamlı para isteyip beni tehdit ediyo daha,tehdit altında
1 haftada 1000 tl para gönderdim ve gittikçe meblayı yükseltiyor beni herkese rezil etmekle tehdit ediyo korkuyorum ailem öğrenirse yüzüne bakamam kendim halletmem lazım bunu bana yardım edin nolur,tehdit altında
parayı göndermezsem evimin önüne kadar gelip işyermde akrabalarıma o fotografları gösterceğini söylüyor yapar diye çok korkuyorum,tehdit altında
Tehdit eden erkeğe karsı ne yapmalı,tehdit altında
yaşadıklarımızı herkese anlatmakla tehdit ediyor.herkese anlatacakmış hatta onun arkadaşı bile beni tehdit ediyor ikisi bir oldular onlara karşı ne yapmalıyım yardım edin,tehdit altında
hatta arkadasına anlatmıs yasadıklarımızı ve o arkadası da tehdıt edıyor benı atnı sekılde.davalarla falan ugrasmak ıstemıyorum baska yolu yok mu .şikayet edersem bu iş uzayacak dıye dusunuyorum ve aılem bılmıyor,tehdit altında
Rüyamda normalde tehdit edildiğim kişi tarafından tehdit edildiğimi gördüm sizce anlamı nedir?,tehdit altında
Müstehcen görüntülerimle tehdit ve şantaj ediliyorum.,tehdit altında
"Conected2. me arkadaşlık sitesinden tanıştığıım kişi, yüzümünde dahil gözüken müstechan fotoğraflarımın ve videolarımın pornografi sitelerinde, internet paylaşım sitelerinde, internete yaymakla ve benim adıma sahte hesaplar açıp yayınlamakla tehdit ediyor. Elinde müstechan video, görüntülerimin olduğu bu kişi sürekli benden cinsel içerikli herşeyi yapmam hussunda tehdit ve şantaj görüyorum.",tehdit altında
"nstagram, ve Snapchat vs uygulamalardan sahte hesaplar kullanıp, eğer onun istediği videoları, görüntüleri atmamı isteyip, yapmadığım takdirde müstechan olan görüntülerimin yayınlayacağını söyleyip şantaj yapıyor.",tehdit altında
"Onunla iletişim kurduğum hesapları, eğer bana ulaşamadığı, onun istediklerini yapmadığım takdirde yayınlıyacağını söyleyip şantaj görmekteyim. Buna istinaden korkuma iletişim kurduğum hesapları kapatıp o kişiyle iletişimi kestim.",tehdit altında
"görüntülerimin yayınlamaması için sürekli benden müstechan görüntülerimi istedi ruh sağlığımı, yaşamımı olumsuz yönde etkiledi. Bu olay Aralık ayı itibari ile başladı ve hala devam etmektedir.",tehdit altında
"Sürekli internet paylaşım sitelerine görüntülerim düşmüş diye bakıyorum korku, endişe içerisindeyim. Bu şahısın gerçek kimliğini bilmiyor olup, fakat bana yazdığı hesapların kullanıcı adları bende mevcuttur.",tehdit altında
Kız kardeşim beni tehdit ederek her istediğini yaptırıyor,tehdit altında
Sevgilim olduğunu aileme söylemekle tehdit ediyor ve herşeyini bana yaptırıyor sürekli para istiyor ne yapmalıyım tehdit yoluyla her yönden sömürüyor beni resmen kölesi oldum ne yapmam lazım ben 18 o 16 yasında,tehdit altında
Eski sevgilim onunlaolan sextingleri aileme atmakla tehdit ediyor napmalıyım,tehdit altında
sürekli beni arayıp ya da mesaj atıp tehdit ediyor. eğer engelimi kaldırmazsan seninle sextinglerimizi babana yollarım diyor,tehdit altında
annem de bu olayları tam olarak bilmiyor. bilirse kalp krizi geçirir. hastanelik olur. en etkisiz bu olayı nasıl sonlandırabilirim. sürekli kuzenimin sevgilisi ve şu anki sevgilim onu arayıp tehdit ediyo ama bir türlü uslanmıyor. şu anlık bana söz verdi ama güvenemiyorum daha sonra ne yapmalıyım sizce?,tehdit altında
Merhaba arkadaslar ben 18 yasindayım sanaldan bir çocukla flörttüm 1 ay sonra ben onu istemeyince hacker oldugunu söyledi virüs attı wp mesajlarıma girdi instgramımı kapattı hala tehdit ediyor 1 yıl oldu aileme kadar tehdit etti polise söylersen rezil ederim seni dedi arkadaşlarımla aramı bozdu napmalıyım? Beni bir şekilde buluyor 56 tane hesabı engelli 20den fazla da numara,tehdit altında
"""Annem medya danışmanı, senin peşini bırakmayacağım!"" diyerek haber muhabirini tehdit eden kadın hakkında neler düşünüyorsunuz",tehdit altında
"Şişli’de kısıtlamaya rağmen parka giden ve maske takmayan kadın, kendisini görüntüleyen gazeteciyi, “Annem medya danışmanı, senin peşini bırakmayacağım” diyerek tehdit etti.",tehdit altında
"Karnımdaki bebeği kullanarak kumarbaz eşimi tehdit ediyorum, günaha mı giriyorum",tehdit altında
"Kocam bu dediğimi niye ‘tehdit’ olarak algıladı, bir şeyler mi karıştırmış acaba",tehdit altında
"“Ayrılmak istersen , 100 bin tl ve aylık 1.500 nafaka talep ediyorum. Kabul ederim artık “ Ve akrabayız diye “anlaşmalı olsun” dedim.",tehdit altında
Kocamsa “Sen beni tehdit mi ediyorsun!” Dedi.,tehdit altında
Nasıl yani? Niye tehdit olarak algıladı.,tehdit altında
Tecavüz ettiği kadını bir de tehdit etti. Bu nasıl psikopatlık,tehdit altında
Beni tehdit eden birini yarın haklamaya gidiyorum,tehdit altında
evet arkadaşlar trol geçmiyorum hakkımda asılsız şeyler smyleyip adımı o... ya çıkaracakmış sırf ona arkadaştan öte olamazsın benim için dedim diye buluşup ilişkiye girersek beni bırakacağını engelleyeceğini söyledi,tehdit altında
"Bir anne çocuğuna sövüyor ise ve gerçekten uygulamayıp şiddetle tehdit ediyor ise, sadece çocuğu o’nun istediklerini yapmadı diye. Bu normal midir",tehdit altında
Sosyal medya üzerinden TEHDİT EDİLİYORUM,tehdit altında
ilk başta bana kendisinin çok rahat yüzünü gösterdiği vidyolar ve resimler attı beni tehdit edeceği hiç aklıma gelmedi. bende ona attım bir kaç resim ve bir kez görüntüle yapmama rağmen her fotoğrafımı açmadan önce ekran videosu çekmeye başlamış ve bütün resimlerim onda duruyor ve beni tehdit ediyor bir hesap açıcağını porna sitelerine kadar yayacagını söylüyor,tehdit altında
"Bu tehditten sonra resmen paronoyak oldum bu sefer beni tehdit eden ise yabanci degildi en son bana , Senin icin iyi seyler olmayacak yazdi.",tehdit altında
Çocuk sizce 'Seni babana söylerim!' diye tehdit edilmeli mi,tehdit altında
Çocuk kötü bir davranış yaptığı zaman veya ortada bir durum varsa ‘seni babana söylerim!’ diye tehdit ediliyor. Bu durum sizce doğru mu? Çocuk babayı korkulacak bir figür olarak görüyor ve iletişim sıkıntısı oluyor. Anne ile daha samimi olup babamızdan çekinmemiz bu yüzden sanırım.,tehdit altında
Bir kişiyle internetten konuşurken ben ona sen kimsin yaa dedim. Oda bana anana sor diyince bende kendisine küfürler ettim tehdit ettim.. Dişlerini dökücem seni bulmazsam namerdim vs gibisinden.. Bu adam utanmadan bana dava açmış... Tehdit ve hakaretten ne ceza alırım?,tehdit altında
Abim beni dövmekle tehdit ediyor,tehdit altında
Abim beni sürekli tehdit ediyor sözünü ancak böyle dinletiyor bir hata yaptı mesela bunu ona söyledim az önce oraya gelirsem senin o ağzını kırarım vurma diye yalvarırsın dedi bunun gibi sürekli tehdit ediyor hakaret ediyor cevap verirsem daha çok kuduruyor,tehdit altında
herkes onu koruyor hatta diyor ki senin sevgilin olamaz öldürürüm falan ne yapıcam istediğim şeyleri de giydirmiyor geliyor makyajımı zorla sildiriyor falan evden de dışarı çıkarmıyor ama garip olanı evde de tek bırakmıyor,tehdit altında
Fake hesaptan tehdit edildim yarın mahkemeye gidip şikayet edicem,tehdit altında
Fake hesaptan instagramdan biri bana bu hayatı sana zindan etmeme cok az kaldı tadını cıkar. erkek arkadasını elinden alınca bakalım ne yapabileceksin tarzı mesajlar atmış yarın adliyeye gidip suc duyurusunda bulunmak istiyorum,tehdit altında
Çıplak fotolarımla tehdit ediliyorum,tehdit altında
kendisinde çıplak fotolarım var ve kendisiyle çıkmamı istiyor eğer çıkmazsam fotoları paylaşacağını söylüyor yalvardım tamam çıkmayalım ama 1 dakika boyunca öpüşelim konu burda kapansın diyor,tehdit altında
tedaviyi yarım bıraktım. Arayıp sözleşmen var parayı ver vermezsen mahkemeye veririz faiziyle ödersin dediler. Verin dedin dava açılmış henüz bir ilerleme sağlayamadıklarından galiba avukat olduğunu iddia eden biri arayıp tehdit ve hakaret ediyor. Ben de bundan dolayı suç duyurusunda bulundum fakat henüz bir sonuç alamadım,tehdit altında
ARKADAŞLAR TEHDİT EDİLİYORUM,tehdit altında
Mezuniyette beni kacıracagını söyledi.,tehdit altında
Erkek arkadaşım tehdit ediyor,tehdit altında
Sevgilimden dun gece ayrilmaya karar verdim ama bunu soyledigim an cocugun icinden bir canaar cikti resmen tehditler savurmaya basladi.,tehdit altında
Ona ciplak resimperimi atmistim yani yuzum gorunmuyodu ama yinede aileme soylerse kesin biterim ben sizce ne demem gerek. Sevdigini soyluyo benim olmazsan rezil ederim seni diyo,tehdit altında
Sevgilimin babası beni tehdit ediyor,tehdit altında
Sevgilimin babası bizi öğrendi ve beni sürekli tehdit ediyor. Kendisi de polis birde. Öldürmekle tehdit ediyor kızımın peşini bırak diye evime kadar geldi kapıyı yumrukladı çık dışarı lan diye küfürler etti bütün mahalleye rezil oldum herkes arkamdan konuşuyor şimdi kötü bir şey yaptığımı sanıp.,tehdit altında
ablam olacak kenar mahalle dilberi beni tehdit ediyor bu ors birlikte olmadigi insan olmayinca ben tehdit etmedim ama yani benim zenginligimi kiskaniyor nasil sikayet edebilirim,tehdit altında
Ablam beni tehdit ediyor,tehdit altında
"Eşim benden ayrılmıyor, tehdit ediyor",tehdit altında
"eşim çok zengin ve bana çok aşık ve benden ayrılmak istemiyor. fakat ben sevgilimle mutluyum ve onunla yeni bir yuva kurmak istiyorum. beni çocuğu bir daha göremezsin diye tehdit etti ilk önce, kalsın sende önemli değil dedim",tehdit altında
ardından parasal konularla tehdit etmeye başladı ama zaten zamanında benim üzerime birçok arsa ve gayrimenkul yapmıştı aylık gelirim 50bini geçiyor onlarla zaten bana yetiyor bu sefer de musallat olurum sana ömrün boyu huzur vermem diyor. ne yazıkki bunu yapabilecek maddi gücü var acaba nasıl başımdan def edebilirim,tehdit altında
Sevgilim beni tehdit etmeye başladı Ne yapmam lazım,tehdit altında
Cogu yere gitmeme izin vermiyor. Ben karşı çıkınca da beni yaşadıklarımizla tehdit ediyor. Ailene söylerim diyor. Seni yasatmam bana yalnıs bir sey yaparsan diyor.,tehdit altında
Bu yola girdik dönüşü Yok deyip yine tehdit ediyor.,tehdit altında
Sırrımı Söylediğim kişi beni tehdit ediyor,tehdit altında
Şunu yapmazsan söylerim bunu yapmazsan söylerim diye tehdit ediyor Fiziksel olarak dövebilirim aslında Ama Vuramıyorum gene tehdit ediyor Tokat atıyor yumruk atıyor Ve bunu kimseye söyleyemiyorum,tehdit altında
Seven erkek tehdit eder mi bei sürekli tehdit ediyor,tehdit altında
ben onu sevmediğim için barışmak istemedim ve en sonunda da barışmazsak aramızda geçen özel şeyleri (çıplak fotoğraflar falan) ailene atarım dedi yapma diyorum beni dinlemiyor,tehdit altında
Sevgilim beni kullanıyor? Tehdit ediyor?,tehdit altında
"Üniversite 2 deyim 1 senelik sevgilim sürekli içiyor... içip içip bana patlıyor, kızıyor , bağırıyor çok kötü davranıyor... Okulda herkesin ortasında bağırıp kes sesini gibi hakaretler ediyor Küfür ediyor Nerdeyse dövecek...2 aydır ayrılmaya çalışıyorum... beni uygunsuz fotoğraf ve videolarla tehdit ediyor.. okulda adımı or. çıkarmakla tehdit ediyor...",tehdit altında
Ayrılamıyorum beni kullanıyor... Ailemi biliyor akrabalarımı tanıyor.. Eğer ayrılırsam biliyorum herkese (özellikle ailem ve okul) rezil eder beni Babası çok zengin hiç bir şeyden korkmuyor Züppenin teki,tehdit altında
Eski sevgilim beni resimlerle tehdit ediyor,tehdit altında
beni bu fotoyu annenene gonderirim diye tehdit etti,tehdit altında
foto atmak zorunda kaldım bu sefer daha buyuk bir bela oldu bu fotoylada tehdit etti babana aticam herkese aticam seni rezil edicem,tehdit altında
"O kadar tehlikeli raddelere gelmişti ki şiddet ölmediğim için ya da sakat kalmadığım için şükrediyorum. Kafamı, kulağımı, burnumu yumrukluyor, karnıma, cinsel organıma tekme atıyordu. Bazen ise beni öldürmekle ya da sakat bırakmakla tehdit ediyordu",tehdit altında
bak kızım acıtırım seni ruhen değil bedenen acıtırım seni,şiddet eğilimli
SENİ ÖLDÜRÜRÜM,şiddet eğilimli
beni aldatırsan seni öldürürüm,şiddet eğilimli
seni öldürürüm ciddi ciddi yaparım hapisten korkum yok benim,şiddet eğilimli
seni skerek öldürürüm akıllı davran,şiddet eğilimli
eşimi beni aldatırken görsem öldürürüm onu,şiddet eğilimli
ya bana diz çökersin ya da seni öldürürüm,şiddet eğilimli
Bosanirsak seni öldürürüm,şiddet eğilimli
"İstemediğin biriyle evlendiysen ona ihanet edebilir, başkasıyla aşk yaşayabilirsin.",şiddet eğilimli
Kötü bir olaydan sonra içki içip etrafı dağıtmalısın.,şiddet eğilimli
Sevdiğin kişi başkasıyla evlendiyse onların yuvasını bozmalısın.,şiddet eğilimli
Kötüler daima güçlüdür iyiler ezilmeye mahkumdur.,şiddet eğilimli
"Her dizide yeni elbiseler, ayakkabılar olmalı, alışveriş için hep lüks yerler tercih edilmelidir.",şiddet eğilimli
"Evde ilgi görmeyen adam dışarıda karısını aldatmalı ve bütün suç kadına yüklenmeli, adamın yaptığı da masum gösterilmelidir.",şiddet eğilimli
"Gençlerin mutlaka sevgilisi olmalı, lise ve orta okul seviyesinde olsa bile çıktığı biri olmalıdır.",şiddet eğilimli
"Birbirlerinin kuyusunu kazan insanlar, hep maskeler ile dolaşmalı ve suç daima bir iki kişinin üzerine yıkılmalı",şiddet eğilimli
"Kavga eden, şiddet uygulayan, hırsızlık ve gasp yapan baş rol oyuncuları güler yüzlü, yakışıklı olmalı ve hep haklı nedenlerle yapmalı.",şiddet eğilimli
"Anneler hep despot olmalı, babalar ise daima sert ve anlayışsız olmalı. Çocuklar her zaman haklı olmalı...",şiddet eğilimli
"Kaynanalar hep kötü rol oynamalı, sürekli olarak damadının gelininin kuyusunu kazmalı...",şiddet eğilimli
"Paranın nerden ve nasıl geldiği belli olmamalı, harcama yaparken hep cömert olunmalı.",şiddet eğilimli
"İş yerleri hep rezidans olmalı, işçi ve esnaf rolleri olmamalı.",şiddet eğilimli
Sıradan ortalama bir hayat yoktur... Ya diptesindir ya tepede... Bunun ortası yoktur.,şiddet eğilimli
"Gençler hep haklı olmalı, haklı çıkmalı başına buyruk hareket etmeli ve kız erkek meseleleri dışında başka da dertleri olmamalı.",şiddet eğilimli
Hep lüks özendirilmeli herkesin hayali maneviyat değil maddiyat olmalı yalılar villalar amaç olmalı insanlar olağanüstü bir lüks yaşama yönlendirilmeli.. Hep kapitalizm hep kapitalizm..,şiddet eğilimli
Ülkede herşey yolunda gidiyor verilmesi gereken bir mesaj ve anlatılacak birşey de yok.,şiddet eğilimli
"Sen şiddeti hak ediyorsun, iyi olmuş",şiddet eğilimli
Senin gibi insanlar ölmeli,şiddet eğilimli
Adam az bile yapmış sana,şiddet eğilimli
Eline sağlık keşke elinde kalsaydın da geberseydin,şiddet eğilimli
Orospu gibi yaşayıp prenses muamelesi göremezsin. Geber,şiddet eğilimli
Dediklerimi yapmazsan seni gebertirim,şiddet eğilimli
Yaşamayı haketmiyosun,şiddet eğilimli
Vur kır parçala,şiddet eğilimli
"Geveze İsmail adamı öldür sonra özür dile, ne güzel memleket her b.ku ye sonra özür dile. Sen de gazeteci oldun ya şu yalnız ve güzel ülkede daha başımıza ne gelebilir ahraz İsmail",şiddet eğilimli
"Hüseyın, sen bır pkklısın…kendını öldür senınle beraber olmaktan daha ıyı…cakma kürt, senı kizilbasi ırana sürmek gerek yıne…almanyada vatansız yasa, orda devleten para al, sürün peso",şiddet eğilimli
O zaman ben onlara ölüm olur yağarım. Anladın mı.,şiddet eğilimli
Şunları doğuya göndersen 2. gün analarını sayıklarlar şehir içinde artistlik yapıyor kuru sıkılar Çok seviyorsan silah patlatmayı git 3-5 terörist öldür de ülken adına bir boka yara bari amına koduklarım sizi,şiddet eğilimli
Yastık fırlatarak öldür,şiddet eğilimli
öldürürüm olum seni,şiddet eğilimli
harbiyim o ara sokakta hız yapan araçlarınızla ananızı altıma alır siker öldürürüm çöpün kenarına koyarım. kedi daha sıcacıktı lan.,şiddet eğilimli
"Bizler onları koruyalım, her can değerlidir dedikçe itperest diye etiketlediler he bu umrumdamı tabii ki değil. Sokaktakiler için de evimdekiler için de sonuna kadar mücadele edeceğim, ya ölürüm ya öldürürüm başka türlü benden canlarımı alamazlar",şiddet eğilimli
Siker öldürürüm almaya kalkanı,şiddet eğilimli
"Allah şahidim elime geçseler hepsini öldürürüm. Bu lanetli kavmin soyunu sopunu kuruturum. Allah bize o fırsatı versin, o günleri göstersin inşallah! Sen de buraya ağlayarak yazarsın yine!",şiddet eğilimli
öldürürüm seni,şiddet eğilimli
"babamla raki icsek, ilk once o beni, sonra ben onu öldürürüm heralde",şiddet eğilimli
Ben böyle çocuğu öldürürüm,şiddet eğilimli
"Algıyı nasıl mis yönetiyorlar yalnız!..Onu kapatıyor, öldürürüm yasasını onaylıyor. Kıyamam hepimiz 3 sene önceki kirayla bugün 1 şişe alkol alabildiğimizi değil de köpek, bazen kadın cinayeti, lgbti hakkı, ig konuşuyoruz tatlı tatlı.. hakkımıza sahip çıkıyormuşuz gibi çek pampa",şiddet eğilimli
Geldiğimde bana bunlardan yapmazsan seni öldürürüm,şiddet eğilimli
Tüh amına kodumun çocukları lan sizi elime bir geçirirsem sizi döverek değil sikerek öldürürüm,şiddet eğilimli
"Sana hitap etmediğim sürece çeneni kapalı tutacaksın. Bana tavsiye vermeye kalkarsan, seni öldürürüm.",şiddet eğilimli
Ben bu Suriyeli müşteriyi şimdi siker öldürürüm orospu çocuğu aynı cümle içinde hem var hem yok diyor dayımın işçisi olmasa şimdiye çoktan dövmüştüm piçi,şiddet eğilimli
"öldürürüm , polis savcı devlet. orda hiçbirşeyin önemi yok",şiddet eğilimli
Sana ne mk zevkimin kahyası mısın? İstediğimi öldürürüm istediğimi yaşatırım hayırdır?,şiddet eğilimli
benim kedimde sokağa çıkıyor böyle bir şey başına gelse abartısız söylüyorum o köpekleri sopayla vura vura öldürürüm,şiddet eğilimli
"Elini beline atıp silahını çıkardı. Gözlerinden adeta ateş çıkıyordu. Ağzından tükürükler saçarak bana doğru “Öldürürüm seni!” diye bağırdı sarışın, iri kıyım adam. İki metre kadar ilerimdeydi. Gecenin en alaca karanlık saatleriydi. Yüzümü havanın ayazı yalıyordu. Ölümle aramda",şiddet eğilimli
kim seni öldürüyo la ben öldürürüm,şiddet eğilimli
Amk Arabı. Seni sikerek öldürürüm.,şiddet eğilimli
öyle bir şey olduğunda ilk seni ve çocuklarını öldürürüm,şiddet eğilimli
aslan olarak hadi bakalım ben yok dersem bana bunu hatırlatmazsan seni öldürürüm ben reddedersem beni engelle,şiddet eğilimli
Rogo üflesem öldürürüm sessiz ol!,şiddet eğilimli
ilgiden öldürürüm mesela,şiddet eğilimli
biri çocuğuma şunu yapsam öldürürüm mk bırak şikayet etmeyi,şiddet eğilimli
"Cinayet sebebi. Bana yapılsa, si.kerek öldürürüm",şiddet eğilimli
yemin ediyorum bu serefsizleri öldürürüm ne lan sizmi can verdiniz bedeviler4,şiddet eğilimli
Biri benim kızıma yapsa Allah korusun yemin ederim oraya bağlar o bıçağı onun gotune sokar öldürürüm,şiddet eğilimli
Neden bırakıyorlar ben olsam öldürürüm onu,şiddet eğilimli
"Ben bunların kadınlarını, bebeklerini bile öldürürüm. Düşün yani kadınlarını köle için bile kullanmam, çünlü bulaşmasın bize pis genleri.",şiddet eğilimli
Ananı siker öldürürüm oç,şiddet eğilimli
tamam amına koyayım geçtim saflara ama tek hatasında yarrağımı boynuna dolar boğarak öldürürüm bu zenciyi,şiddet eğilimli
evet dıyo o da tabıı kı baska ne dıyebılır kı gebertırım,şiddet eğilimli
abdestimi bozarsan seni gebertirim,şiddet eğilimli
Aferin bi işimiz oldu onu da burnumuzdan getirin it oğlu itler bu savaş çıkarsa hepinizi gebertirim.,şiddet eğilimli
Nee ne diyor bu Ferit bana bak gebertirim seni,şiddet eğilimli
yujinin ellerinin titredigi videoyu gorunce sinirlerim bozuldu icimde bir ofke alevlendi wk1 seni gebertirim aq,şiddet eğilimli
karısı(?) bi daha eline top değdiğini görürsem gebertirim demiş,şiddet eğilimli
"Buradan bildiriyorum, ey devletim, ey hakimler ve savcılar, benim yanimda böyle dengesiz biri benim çocuğuma veya eşime saldırıda bulunursa, onu orada gebertirim.. ya vatandaşına sahip çık, yada bırak hakedilen cezayı biz keselim..",şiddet eğilimli
Bana bir denk gelmiyor ki böyle biri beni kayda alacak onu orda gebertirim yardım etmeye geleni de gebertirim amk evlatları,şiddet eğilimli
Mesajı atanlar kız arkadaşlarım üzerime iftira atmayın gebertirim sizi,şiddet eğilimli
Seninle bir hukukumuz var sanmistim taniyamadiysan gebertirim seni,şiddet eğilimli
Öl mü dedik Ölme gebertirim,şiddet eğilimli
Gebertirim ben bu yönetimi cidden diyorum bu nasıl bir kafa yapısı takımın en iyi oyuncusu göndermek nedir,şiddet eğilimli
Yaaaaaaa dokunma ona o daha bebekkkkkkk Allah in cezasijjjjj pis adammmmm deliricemmmmm seni bana verseler Allah şahit gebertirim,şiddet eğilimli
Pic kurusu su gotoglanlarinin kicini kaldirmayi birakin kizlar triplere bak bana sunu yazsa gebertirim bunu aq,şiddet eğilimli
Kessss gebertirim sen,şiddet eğilimli
Amk evladı 5 yıldır borsan %1000 yapmış ananı bayiltir gebertirim nankör oc kaybol,şiddet eğilimli
bir daha soldaki iki gerizekaliyi cift olarak onume dusururseniz hepinizi gebertirim anladiniz mi bir daha bu iki mali gormeyecegim engellemekten biktim aqqqqqqqq,şiddet eğilimli
Haa yok ben dinlemem sen kimsin diyosanız hepinizi gebertirim,şiddet eğilimli
Ulan gebertirim o kadını orda benim evladıma dokunacak kaçacak delik arar kendine,şiddet eğilimli
"Yeryüzündeki bütün siyonist iş adamlarını gebertmek lazım ve ben bunları gebertirken , vicdanımda en küçük zerre miktar sızı olmaz gözümü kırpmadan hepsini gebertirim Rabbime de hesabını vermeye çalışırım",şiddet eğilimli
Yok bide gözünün içine bakıp ateşini yaksın gebertirim,şiddet eğilimli
Bana denk gelecek bunu gebertirim,şiddet eğilimli
Video çekeninin zere kadar namus şeref olsaydı bir saat video çekeceğine git namusuzu dişinle parçala şerefsizim ben orda olsam bin yıl ceza aldığımı bilsem yinede şerefsizi gebertirim,şiddet eğilimli
"Magda'nın yüzünü astınız, sizi gebertirim bezelyeler püre yaparım sizi",şiddet eğilimli
Ben öyle birine denk gelsem başını taşla ezer direk gebertirim.,şiddet eğilimli
Lan kameraya biriniz çekiyorsa diğeri nasıl adama atlamıyor.Bana denk gelse dayaktan gebertirim katil olurum ben,şiddet eğilimli
yemin billah döverim kavga çıkar çok net,şiddet eğilimli
Sinirden onları döverim pedle,şiddet eğilimli
Yetişemiyosan defol döverim,şiddet eğilimli
Dövüş sporları kadar daha aptalca bir spor daha olamaz aklı selim olan bir canlı ben seni daha iyi döverim demez kum torbası tekmelenir yumruklanır ama insan insanı spor diye şiddet uygulamaz kaşı gözü patlatacak kadar dövdürmez,şiddet eğilimli
Keşke şu an denk gelebilsek ama siz karı gibi kaçarsınız içten pazarlıklısınız kansız vatansız hain p.ç kurusu. Gerçekten sebi dinlenir dinlenir yine döverim. Karaketrsiz omurgasız vatandız kahpe. BİAT EDECEKSİN!,şiddet eğilimli
İzinsiz görüntü çekmek yasak kardeş yasak bu mal gitsin filistinde savaşsın bundan sonra Starbucks ta kahve içicem böyle geleni de döverim kimsiniz siz eşkiya mısınız,şiddet eğilimli
seni çok ciddi döverim çocuk,şiddet eğilimli
Ümit tam olarak nereden yayın yapıyor? Buralarda denk gelirsek ben bunu döverim haberiniz olsun. Kimse de bana niye dövdün diyemez.,şiddet eğilimli
dostum bak şaka yapmıyorum çok ciddiyim seni gerçekten döverim ben gerçek anlamda.. kadınsınız benden güçsüzsünüz diye kendini avutuyon 172 boyunda 51 kilosun lan insan utanır yazarken a*k fındık lahmacunu,şiddet eğilimli
seni bulur döverim,şiddet eğilimli
senin kendi kendine konuşma işi falan yok mu ne arıyon buralarda yürü dişini de sıkma döverim,şiddet eğilimli
"Amk evladı siktir git oraya ozaman, ne bok yemeye dert ediyorsun. Ya yemin ediyorum zevkine döverim amın evladını.",şiddet eğilimli
Biz niye denk gelmiyoruz bunlara ? Arkadaşını döverim diye tehdit ediceksin bunu,şiddet eğilimli
evet öyle zaten lincleyeni döverim kimse bir sey diyemez,şiddet eğilimli
biraz daha beni siyasi görüşüm yüzünden zorbalamaya devam ederseniz sizi birbirinize vurarak döverim,şiddet eğilimli
Sanane AMK sen git göğsünde yahudi cesaret madalyası olana böyle konuş ben olsam direkt döverim yine insanlar sakin kalabilmiş,şiddet eğilimli
